x : f(x) : interpolation : error
-0.105198 : 0.011026 : 0.0110727 : -4.67605e-05
-0.104198 : 0.0108181 : 0.0111862 : -0.000368107
-0.103198 : 0.0106122 : 0.010971 : -0.000358835
-0.102198 : 0.0104082 : 0.0107579 : -0.000349725
-0.101198 : 0.0102062 : 0.010547 : -0.000340774
-0.100198 : 0.0100062 : 0.0103381 : -0.00033198
-0.0991976 : 0.00980807 : 0.0101314 : -0.000323342
-0.0981976 : 0.00961194 : 0.0099268 : -0.000314859
-0.0971976 : 0.00941778 : 0.00972431 : -0.000306528
-0.0961976 : 0.00922558 : 0.00952393 : -0.000298349
-0.0951976 : 0.00903534 : 0.00932566 : -0.000290319
-0.0941976 : 0.00884707 : 0.00912951 : -0.000282437
-0.0931976 : 0.00866077 : 0.00893547 : -0.000274701
-0.0921976 : 0.00847643 : 0.00874354 : -0.00026711
-0.0911976 : 0.00829405 : 0.00855371 : -0.000259662
-0.0901976 : 0.00811364 : 0.008366 : -0.000252356
-0.0891976 : 0.0079352 : 0.00818039 : -0.00024519
-0.0881976 : 0.00775873 : 0.00799689 : -0.000238162
-0.0871976 : 0.00758423 : 0.0078155 : -0.000231272
-0.0861976 : 0.0074117 : 0.00763621 : -0.000224516
-0.0851976 : 0.00724114 : 0.00745903 : -0.000217895
-0.0841976 : 0.00707255 : 0.00728395 : -0.000211406
-0.0831976 : 0.00690593 : 0.00711098 : -0.000205048
-0.0821976 : 0.00674128 : 0.0069401 : -0.000198819
-0.0811976 : 0.00657861 : 0.00677133 : -0.000192718
-0.0801976 : 0.00641791 : 0.00660465 : -0.000186743
-0.0791976 : 0.00625919 : 0.00644008 : -0.000180893
-0.0781976 : 0.00610244 : 0.00627761 : -0.000175167
-0.0771976 : 0.00594767 : 0.00611723 : -0.000169562
-0.0761976 : 0.00579487 : 0.00595895 : -0.000164078
-0.0751976 : 0.00564405 : 0.00580276 : -0.000158713
-0.0741976 : 0.00549521 : 0.00564867 : -0.000153465
-0.0731976 : 0.00534834 : 0.00549668 : -0.000148334
-0.0721976 : 0.00520346 : 0.00534677 : -0.000143317
-0.0711976 : 0.00506055 : 0.00519897 : -0.000138413
-0.0701976 : 0.00491963 : 0.00505325 : -0.000133622
-0.0691976 : 0.00478068 : 0.00490962 : -0.00012894
-0.0681976 : 0.00464372 : 0.00476808 : -0.000124368
-0.0671976 : 0.00450873 : 0.00462864 : -0.000119903
-0.0661976 : 0.00437573 : 0.00449128 : -0.000115545
-0.0651976 : 0.00424471 : 0.004356 : -0.000111291
-0.0641976 : 0.00411568 : 0.00422282 : -0.000107141
-0.0631976 : 0.00398863 : 0.00409172 : -0.000103093
-0.0621976 : 0.00386356 : 0.0039627 : -9.91455e-05
-0.0611976 : 0.00374048 : 0.00383577 : -9.52976e-05
-0.0601976 : 0.00361938 : 0.00371093 : -9.15479e-05
-0.0591976 : 0.00350027 : 0.00358816 : -8.78948e-05
-0.0581976 : 0.00338314 : 0.00346748 : -8.43372e-05
-0.0571976 : 0.003268 : 0.00334887 : -8.08737e-05
-0.0561976 : 0.00315485 : 0.00323235 : -7.75029e-05
-0.0551976 : 0.00304368 : 0.0031179 : -7.42237e-05
-0.0541976 : 0.0029345 : 0.00300554 : -7.10346e-05
-0.0531976 : 0.00282731 : 0.00289525 : -6.79345e-05
-0.0521976 : 0.00272211 : 0.00278704 : -6.4922e-05
-0.0511976 : 0.0026189 : 0.0026809 : -6.19958e-05
-0.0501976 : 0.00251768 : 0.00257684 : -5.91548e-05
-0.0491976 : 0.00241845 : 0.00247485 : -5.63975e-05
-0.0481976 : 0.00232121 : 0.00237493 : -5.37229e-05
-0.0471976 : 0.00222596 : 0.00227709 : -5.11297e-05
-0.0461976 : 0.0021327 : 0.00218131 : -4.86165e-05
-0.0451976 : 0.00204143 : 0.00208761 : -4.61823e-05
-0.0441976 : 0.00195215 : 0.00199598 : -4.38257e-05
-0.0431976 : 0.00186487 : 0.00190641 : -4.15456e-05
-0.0421976 : 0.00177958 : 0.00181892 : -3.93408e-05
-0.0411976 : 0.00169628 : 0.00173349 : -3.72101e-05
-0.0401976 : 0.00161497 : 0.00165013 : -3.51523e-05
-0.0391976 : 0.00153566 : 0.00156883 : -3.31662e-05
-0.0381976 : 0.00145834 : 0.00148959 : -3.12507e-05
-0.0371976 : 0.00138302 : 0.00141242 : -2.94046e-05
-0.0361976 : 0.00130969 : 0.00133732 : -2.76267e-05
-0.0351976 : 0.00123836 : 0.00126427 : -2.59159e-05
-0.0341976 : 0.00116902 : 0.00119329 : -2.4271e-05
-0.0331976 : 0.00110167 : 0.00112436 : -2.2691e-05
-0.0321976 : 0.00103632 : 0.0010575 : -2.11748e-05
-0.0311976 : 0.000972972 : 0.000992693 : -1.97211e-05
-0.0301976 : 0.000911615 : 0.000929944 : -1.83289e-05
-0.0291976 : 0.000852255 : 0.000869252 : -1.69971e-05
-0.0281976 : 0.000794891 : 0.000810616 : -1.57246e-05
-0.0271976 : 0.000739524 : 0.000754035 : -1.45103e-05
-0.0261976 : 0.000686155 : 0.000699508 : -1.33532e-05
-0.0251976 : 0.000634782 : 0.000647034 : -1.22521e-05
-0.0241976 : 0.000585407 : 0.000596613 : -1.12061e-05
-0.0231976 : 0.00053803 : 0.000548244 : -1.02141e-05
-0.0221976 : 0.00049265 : 0.000501925 : -9.27502e-06
-0.0211976 : 0.000449269 : 0.000457657 : -8.38783e-06
-0.0201976 : 0.000407886 : 0.000415437 : -7.55152e-06
-0.0191976 : 0.000368501 : 0.000375266 : -6.76507e-06
-0.0181976 : 0.000331114 : 0.000337142 : -6.02747e-06
-0.0171976 : 0.000295727 : 0.000301064 : -5.33772e-06
-0.0161976 : 0.000262338 : 0.000267033 : -4.69482e-06
-0.0151976 : 0.000230948 : 0.000235046 : -4.09779e-06
-0.0141976 : 0.000201557 : 0.000205103 : -3.54565e-06
-0.0131976 : 0.000174165 : 0.000177203 : -3.03743e-06
-0.0121976 : 0.000148773 : 0.000151345 : -2.57217e-06
-0.0111976 : 0.00012538 : 0.000127529 : -2.14892e-06
-0.0101976 : 0.000103986 : 0.000105753 : -1.76672e-06
-0.00919755 : 8.45926e-05 : 8.60172e-05 : -1.42465e-06
-0.00819755 : 6.71983e-05 : 6.83201e-05 : -1.12176e-06
-0.00719755 : 5.18038e-05 : 5.2661e-05 : -8.57148e-07
-0.00619755 : 3.84091e-05 : 3.9039e-05 : -6.29888e-07
-0.00519755 : 2.70143e-05 : 2.74534e-05 : -4.39077e-07
-0.00419755 : 1.76193e-05 : 1.79031e-05 : -2.83817e-07
-0.00319755 : 1.02243e-05 : 1.03875e-05 : -1.63217e-07
-0.00219755 : 4.82922e-06 : 4.90562e-06 : -7.63973e-08
-0.00119755 : 1.43413e-06 : 1.45661e-06 : -2.24822e-08
-0.000197551 : 3.90265e-08 : 3.96327e-08 : -6.06238e-10
0.000802449 : 6.43924e-07 : 6.53835e-07 : -9.91139e-09
0.00180245 : 3.24882e-06 : 3.29837e-06 : -4.95477e-08
0.00280245 : 7.8537e-06 : 7.97237e-06 : -1.18673e-07
0.00380245 : 1.44585e-05 : 1.4675e-05 : -2.16454e-07
0.00480245 : 2.30633e-05 : 2.34054e-05 : -3.42064e-07
0.00580245 : 3.3668e-05 : 3.41627e-05 : -4.94685e-07
0.00680245 : 4.62726e-05 : 4.69461e-05 : -6.73507e-07
0.00780245 : 6.0877e-05 : 6.17547e-05 : -8.77728e-07
0.00880245 : 7.74811e-05 : 7.85877e-05 : -1.10655e-06
0.00980245 : 9.60849e-05 : 9.74441e-05 : -1.3592e-06
0.0108024 : 0.000116688 : 0.000118323 : -1.63489e-06
0.0118024 : 0.000139291 : 0.000141224 : -1.93285e-06
0.0128024 : 0.000163894 : 0.000166146 : -2.25231e-06
0.0138024 : 0.000190495 : 0.000193088 : -2.59254e-06
0.0148024 : 0.000219096 : 0.000222049 : -2.95277e-06
0.0158024 : 0.000249697 : 0.000253029 : -3.33227e-06
0.0168024 : 0.000282296 : 0.000286026 : -3.73032e-06
0.0178024 : 0.000316894 : 0.00032104 : -4.14618e-06
0.0188024 : 0.00035349 : 0.00035807 : -4.57915e-06
0.0198024 : 0.000392086 : 0.000397114 : -5.02851e-06
0.0208024 : 0.000432679 : 0.000438173 : -5.49358e-06
0.0218024 : 0.000475271 : 0.000481245 : -5.97366e-06
0.0228024 : 0.000519862 : 0.00052633 : -6.46806e-06
0.0238024 : 0.00056645 : 0.000573426 : -6.97612e-06
0.0248024 : 0.000615035 : 0.000622533 : -7.49717e-06
0.0258024 : 0.000665619 : 0.000673649 : -8.03055e-06
0.0268024 : 0.000718199 : 0.000726775 : -8.5756e-06
0.0278024 : 0.000772777 : 0.000781909 : -9.1317e-06
0.0288024 : 0.000829352 : 0.00083905 : -9.69819e-06
0.0298024 : 0.000887923 : 0.000898198 : -1.02745e-05
0.0308024 : 0.000948491 : 0.000959351 : -1.08599e-05
0.0318024 : 0.00101105 : 0.00102251 : -1.14539e-05
0.0328024 : 0.00107561 : 0.00108767 : -1.20558e-05
0.0338024 : 0.00114217 : 0.00115484 : -1.2665e-05
0.0348024 : 0.00121072 : 0.001224 : -1.32811e-05
0.0358024 : 0.00128127 : 0.00129517 : -1.39033e-05
0.0368024 : 0.00135381 : 0.00136834 : -1.45311e-05
0.0378024 : 0.00142835 : 0.00144351 : -1.5164e-05
0.0388024 : 0.00150488 : 0.00152068 : -1.58013e-05
0.0398024 : 0.0015834 : 0.00159984 : -1.64426e-05
0.0408024 : 0.00166392 : 0.001681 : -1.70874e-05
0.0418024 : 0.00174643 : 0.00176416 : -1.7735e-05
0.0428024 : 0.00183093 : 0.00184932 : -1.83849e-05
0.0438024 : 0.00191743 : 0.00193647 : -1.90367e-05
0.0448024 : 0.00200592 : 0.00202561 : -1.96898e-05
0.0458024 : 0.0020964 : 0.00211674 : -2.03437e-05
0.0468024 : 0.00218887 : 0.00220987 : -2.0998e-05
0.0478024 : 0.00228334 : 0.00230499 : -2.16521e-05
0.0488024 : 0.00237979 : 0.0024021 : -2.23056e-05
0.0498024 : 0.00247824 : 0.00250119 : -2.2958e-05
0.0508024 : 0.00257867 : 0.00260228 : -2.36089e-05
0.0518024 : 0.0026811 : 0.00270535 : -2.42577e-05
0.0528024 : 0.00278551 : 0.00281042 : -2.49041e-05
0.0538024 : 0.00289192 : 0.00291746 : -2.55476e-05
0.0548024 : 0.00300031 : 0.00302649 : -2.61878e-05
0.0558024 : 0.00311069 : 0.00313751 : -2.68242e-05
0.0568024 : 0.00322305 : 0.00325051 : -2.74565e-05
0.0578024 : 0.00333741 : 0.00336549 : -2.80842e-05
0.0588024 : 0.00345375 : 0.00348246 : -2.8707e-05
0.0598024 : 0.00357208 : 0.0036014 : -2.93244e-05
0.0608024 : 0.00369239 : 0.00372233 : -2.9936e-05
0.0618024 : 0.00381469 : 0.00384523 : -3.05416e-05
0.0628024 : 0.00393897 : 0.00397012 : -3.11407e-05
0.0638024 : 0.00406524 : 0.00409698 : -3.17329e-05
0.0648024 : 0.00419349 : 0.00422581 : -3.2318e-05
0.0658024 : 0.00432373 : 0.00435662 : -3.28955e-05
0.0668024 : 0.00445595 : 0.00448941 : -3.34652e-05
0.0678024 : 0.00459015 : 0.00462417 : -3.40266e-05
0.0688024 : 0.00472633 : 0.00476091 : -3.45796e-05
0.0698024 : 0.00486449 : 0.00489962 : -3.51237e-05
0.0708024 : 0.00500464 : 0.00504029 : -3.56586e-05
0.0718024 : 0.00514676 : 0.00518294 : -3.61842e-05
0.0728024 : 0.00529086 : 0.00532756 : -3.67e-05
0.0738024 : 0.00543694 : 0.00547415 : -3.72058e-05
0.0748024 : 0.00558501 : 0.00562271 : -3.77013e-05
0.0758024 : 0.00573504 : 0.00577323 : -3.81862e-05
0.0768024 : 0.00588706 : 0.00592572 : -3.86604e-05
0.0778024 : 0.00604105 : 0.00608017 : -3.91234e-05
0.0788024 : 0.00619702 : 0.00623659 : -3.95752e-05
0.0798024 : 0.00635496 : 0.00639498 : -4.00154e-05
0.0808024 : 0.00651488 : 0.00655533 : -4.04438e-05
0.0818024 : 0.00667677 : 0.00671763 : -4.08603e-05
0.0828024 : 0.00684064 : 0.0068819 : -4.12645e-05
0.0838024 : 0.00700648 : 0.00704814 : -4.16563e-05
0.0848024 : 0.00717429 : 0.00721633 : -4.20354e-05
0.0858024 : 0.00734407 : 0.00738647 : -4.24018e-05
0.0868024 : 0.00751583 : 0.00755858 : -4.27551e-05
0.0878024 : 0.00768955 : 0.00773265 : -4.30953e-05
0.0888024 : 0.00786524 : 0.00790867 : -4.34221e-05
0.0898024 : 0.00804291 : 0.00808664 : -4.37355e-05
0.0908024 : 0.00822254 : 0.00826657 : -4.40351e-05
0.0918024 : 0.00840413 : 0.00844845 : -4.4321e-05
0.0928024 : 0.0085877 : 0.00863229 : -4.45929e-05
0.0938024 : 0.00877323 : 0.00881808 : -4.48507e-05
0.0948024 : 0.00896072 : 0.00900582 : -4.50943e-05
0.0958024 : 0.00915018 : 0.00919551 : -4.53236e-05
0.0968024 : 0.00934161 : 0.00938715 : -4.55384e-05
0.0978024 : 0.00953499 : 0.00958073 : -4.57387e-05
0.0988024 : 0.00973034 : 0.00977627 : -4.59244e-05
0.0998024 : 0.00992765 : 0.00997375 : -4.60953e-05
0.100802 : 0.0101269 : 0.0101732 : -4.62515e-05
0.101802 : 0.0103282 : 0.0103745 : -4.63927e-05
0.102802 : 0.0105313 : 0.0105779 : -4.65191e-05
0.103802 : 0.0107365 : 0.0107831 : -4.66304e-05
0.104802 : 0.0109436 : 0.0111874 : -0.000243782
0.105802 : 0.0111527 : 0.0113909 : -0.000238267
0.106802 : 0.0113637 : 0.0115965 : -0.000232844
0.107802 : 0.0115767 : 0.0118042 : -0.000227512
0.108802 : 0.0117916 : 0.0120139 : -0.00022227
0.109802 : 0.0120085 : 0.0122256 : -0.000217116
0.110802 : 0.0122273 : 0.0124394 : -0.00021205
0.111802 : 0.0124481 : 0.0126552 : -0.00020707
0.112802 : 0.0126708 : 0.012873 : -0.000202176
0.113802 : 0.0128955 : 0.0130929 : -0.000197367
0.114802 : 0.0131222 : 0.0133148 : -0.000192641
0.115802 : 0.0133507 : 0.0135387 : -0.000187997
0.116802 : 0.0135813 : 0.0137647 : -0.000183435
0.117802 : 0.0138138 : 0.0139927 : -0.000178954
0.118802 : 0.0140482 : 0.0142227 : -0.000174552
0.119802 : 0.0142845 : 0.0144548 : -0.000170229
0.120802 : 0.0145229 : 0.0146888 : -0.000165983
0.121802 : 0.0147631 : 0.0149249 : -0.000161814
0.122802 : 0.0150053 : 0.015163 : -0.000157721
0.123802 : 0.0152495 : 0.0154032 : -0.000153702
0.124802 : 0.0154955 : 0.0156453 : -0.000149757
0.125802 : 0.0157435 : 0.0158894 : -0.000145885
0.126802 : 0.0159935 : 0.0161356 : -0.000142085
0.127802 : 0.0162454 : 0.0163838 : -0.000138356
0.128802 : 0.0164992 : 0.0166339 : -0.000134697
0.129802 : 0.016755 : 0.0168861 : -0.000131107
0.130802 : 0.0170127 : 0.0171403 : -0.000127585
0.131802 : 0.0172723 : 0.0173965 : -0.000124131
0.132802 : 0.0175339 : 0.0176546 : -0.000120743
0.133802 : 0.0177974 : 0.0179148 : -0.000117421
0.134802 : 0.0180628 : 0.018177 : -0.000114164
0.135802 : 0.0183302 : 0.0184411 : -0.000110971
0.136802 : 0.0185995 : 0.0187073 : -0.00010784
0.137802 : 0.0188707 : 0.0189754 : -0.000104772
0.138802 : 0.0191438 : 0.0192456 : -0.000101765
0.139802 : 0.0194189 : 0.0195177 : -9.88189e-05
0.140802 : 0.0196959 : 0.0197918 : -9.59321e-05
0.141802 : 0.0199748 : 0.0200679 : -9.31042e-05
0.142802 : 0.0202556 : 0.0203459 : -9.03344e-05
0.143802 : 0.0205383 : 0.020626 : -8.76217e-05
0.144802 : 0.020823 : 0.020908 : -8.49654e-05
0.145802 : 0.0211096 : 0.021192 : -8.23647e-05
0.146802 : 0.0213981 : 0.0214779 : -7.98188e-05
0.147802 : 0.0216885 : 0.0217659 : -7.73269e-05
0.148802 : 0.0219809 : 0.0220558 : -7.48882e-05
0.149802 : 0.0222751 : 0.0223476 : -7.2502e-05
0.150802 : 0.0225713 : 0.0226415 : -7.01676e-05
0.151802 : 0.0228694 : 0.0229373 : -6.7884e-05
0.152802 : 0.0231694 : 0.023235 : -6.56506e-05
0.153802 : 0.0234713 : 0.0235347 : -6.34667e-05
0.154802 : 0.0237751 : 0.0238364 : -6.13314e-05
0.155802 : 0.0240808 : 0.02414 : -5.92442e-05
0.156802 : 0.0243884 : 0.0244456 : -5.72041e-05
0.157802 : 0.024698 : 0.0247532 : -5.52106e-05
0.158802 : 0.0250094 : 0.0250626 : -5.32628e-05
0.159802 : 0.0253227 : 0.0253741 : -5.13602e-05
0.160802 : 0.025638 : 0.0256875 : -4.95019e-05
0.161802 : 0.0259551 : 0.0260028 : -4.76873e-05
0.162802 : 0.0262741 : 0.02632 : -4.59158e-05
0.163802 : 0.0265951 : 0.0266392 : -4.41865e-05
0.164802 : 0.0269179 : 0.0269604 : -4.24989e-05
0.165802 : 0.0272426 : 0.0272835 : -4.08523e-05
0.166802 : 0.0275692 : 0.0276085 : -3.92459e-05
0.167802 : 0.0278978 : 0.0279354 : -3.76792e-05
0.168802 : 0.0282282 : 0.0282643 : -3.61515e-05
0.169802 : 0.0285605 : 0.0285951 : -3.46621e-05
0.170802 : 0.0288946 : 0.0289279 : -3.32105e-05
0.171802 : 0.0292307 : 0.0292625 : -3.17959e-05
0.172802 : 0.0295687 : 0.0295991 : -3.04178e-05
0.173802 : 0.0299085 : 0.0299376 : -2.90755e-05
0.174802 : 0.0302503 : 0.030278 : -2.77684e-05
0.175802 : 0.0305939 : 0.0306204 : -2.64959e-05
0.176802 : 0.0309394 : 0.0309646 : -2.52573e-05
0.177802 : 0.0312867 : 0.0313108 : -2.40522e-05
0.178802 : 0.031636 : 0.0316589 : -2.28799e-05
0.179802 : 0.0319871 : 0.0320089 : -2.17398e-05
0.180802 : 0.0323402 : 0.0323608 : -2.06314e-05
0.181802 : 0.032695 : 0.0327146 : -1.9554e-05
0.182802 : 0.0330518 : 0.0330703 : -1.85071e-05
0.183802 : 0.0334104 : 0.0334279 : -1.74901e-05
0.184802 : 0.0337709 : 0.0337874 : -1.65026e-05
0.185802 : 0.0341333 : 0.0341489 : -1.55438e-05
0.186802 : 0.0344976 : 0.0345122 : -1.46133e-05
0.187802 : 0.0348637 : 0.0348774 : -1.37106e-05
0.188802 : 0.0352316 : 0.0352445 : -1.28351e-05
0.189802 : 0.0356015 : 0.0356135 : -1.19863e-05
0.190802 : 0.0359732 : 0.0359844 : -1.11636e-05
0.191802 : 0.0363468 : 0.0363571 : -1.03666e-05
0.192802 : 0.0367222 : 0.0367318 : -9.59467e-06
0.193802 : 0.0370995 : 0.0371083 : -8.84741e-06
0.194802 : 0.0374786 : 0.0374867 : -8.12427e-06
0.195802 : 0.0378596 : 0.037867 : -7.42478e-06
0.196802 : 0.0382425 : 0.0382492 : -6.74843e-06
0.197802 : 0.0386272 : 0.0386333 : -6.09475e-06
0.198802 : 0.0390137 : 0.0390192 : -5.46327e-06
0.199802 : 0.0394022 : 0.039407 : -4.85349e-06
0.200802 : 0.0397924 : 0.0397967 : -4.26498e-06
0.201802 : 0.0401845 : 0.0401882 : -3.69725e-06
0.202802 : 0.0405785 : 0.0405816 : -3.14986e-06
0.203802 : 0.0409743 : 0.0409769 : -2.62236e-06
0.204802 : 0.0413719 : 0.0413741 : -2.11431e-06
0.205802 : 0.0417714 : 0.0417731 : -1.62526e-06
0.206802 : 0.0421728 : 0.0421739 : -1.15478e-06
0.207802 : 0.0425759 : 0.0425766 : -7.02441e-07
0.208802 : 0.0429809 : 0.0429812 : -2.67827e-07
0.209802 : 0.0433878 : 0.0433876 : 1.49484e-07
0.210802 : 0.0437964 : 0.0437959 : 5.49902e-07
0.211802 : 0.044207 : 0.044206 : 9.33836e-07
0.212802 : 0.0446193 : 0.044618 : 1.30169e-06
0.213802 : 0.0450335 : 0.0450318 : 1.65385e-06
0.214802 : 0.0454495 : 0.0454475 : 1.99072e-06
0.215802 : 0.0458673 : 0.045865 : 2.31268e-06
0.216802 : 0.046287 : 0.0462843 : 2.62011e-06
0.217802 : 0.0467084 : 0.0467055 : 2.91338e-06
0.218802 : 0.0471317 : 0.0471286 : 3.19288e-06
0.219802 : 0.0475569 : 0.0475534 : 3.45895e-06
0.220802 : 0.0479838 : 0.0479801 : 3.71198e-06
0.221802 : 0.0484126 : 0.0484086 : 3.9523e-06
0.222802 : 0.0488432 : 0.048839 : 4.18027e-06
0.223802 : 0.0492755 : 0.0492712 : 4.39624e-06
0.224802 : 0.0497098 : 0.0497052 : 4.60054e-06
0.225802 : 0.0501458 : 0.050141 : 4.79352e-06
0.226802 : 0.0505836 : 0.0505786 : 4.97549e-06
0.227802 : 0.0510232 : 0.0510181 : 5.1468e-06
0.228802 : 0.0514647 : 0.0514594 : 5.30776e-06
0.229802 : 0.051908 : 0.0519025 : 5.45868e-06
0.230802 : 0.052353 : 0.0523474 : 5.59988e-06
0.231802 : 0.0527999 : 0.0527941 : 5.73167e-06
0.232802 : 0.0532485 : 0.0532427 : 5.85434e-06
0.233802 : 0.053699 : 0.053693 : 5.96819e-06
0.234802 : 0.0541513 : 0.0541452 : 6.07352e-06
0.235802 : 0.0546053 : 0.0545991 : 6.17062e-06
0.236802 : 0.0550612 : 0.0550549 : 6.25975e-06
0.237802 : 0.0555188 : 0.0555125 : 6.34122e-06
0.238802 : 0.0559782 : 0.0559718 : 6.41528e-06
0.239802 : 0.0564395 : 0.056433 : 6.4822e-06
0.240802 : 0.0569025 : 0.0568959 : 6.54226e-06
0.241802 : 0.0573673 : 0.0573607 : 6.59572e-06
0.242802 : 0.0578339 : 0.0578272 : 6.64281e-06
0.243802 : 0.0583022 : 0.0582956 : 6.68381e-06
0.244802 : 0.0587724 : 0.0587657 : 6.71895e-06
0.245802 : 0.0592443 : 0.0592376 : 6.74848e-06
0.246802 : 0.059718 : 0.0597113 : 6.77263e-06
0.247802 : 0.0601935 : 0.0601867 : 6.79164e-06
0.248802 : 0.0606708 : 0.060664 : 6.80573e-06
0.249802 : 0.0611498 : 0.061143 : 6.81514e-06
0.250802 : 0.0616306 : 0.0616238 : 6.82007e-06
0.251802 : 0.0621132 : 0.0621064 : 6.82075e-06
0.252802 : 0.0625976 : 0.0625907 : 6.81739e-06
0.253802 : 0.0630837 : 0.0630769 : 6.81019e-06
0.254802 : 0.0635716 : 0.0635648 : 6.79936e-06
0.255802 : 0.0640612 : 0.0640544 : 6.78509e-06
0.256802 : 0.0645526 : 0.0645458 : 6.76759e-06
0.257802 : 0.0650458 : 0.065039 : 6.74704e-06
0.258802 : 0.0655407 : 0.065534 : 6.72362e-06
0.259802 : 0.0660374 : 0.0660307 : 6.69752e-06
0.260802 : 0.0665358 : 0.0665291 : 6.66892e-06
0.261802 : 0.067036 : 0.0670294 : 6.63799e-06
0.262802 : 0.0675379 : 0.0675313 : 6.6049e-06
0.263802 : 0.0680416 : 0.0680351 : 6.56981e-06
0.264802 : 0.0685471 : 0.0685405 : 6.53289e-06
0.265802 : 0.0690542 : 0.0690478 : 6.4943e-06
0.266802 : 0.0695632 : 0.0695567 : 6.45419e-06
0.267802 : 0.0700738 : 0.0700674 : 6.41271e-06
0.268802 : 0.0705863 : 0.0705799 : 6.37e-06
0.269802 : 0.0711004 : 0.0710941 : 6.3262e-06
0.270802 : 0.0716163 : 0.07161 : 6.28147e-06
0.271802 : 0.0721339 : 0.0721277 : 6.23592e-06
0.272802 : 0.0726533 : 0.0726471 : 6.18969e-06
0.273802 : 0.0731744 : 0.0731683 : 6.14291e-06
0.274802 : 0.0736972 : 0.0736911 : 6.0957e-06
0.275802 : 0.0742218 : 0.0742157 : 6.04817e-06
0.276802 : 0.0747481 : 0.0747421 : 6.00045e-06
0.277802 : 0.0752761 : 0.0752701 : 5.95265e-06
0.278802 : 0.0758058 : 0.0757999 : 5.90487e-06
0.279802 : 0.0763372 : 0.0763314 : 5.85722e-06
0.280802 : 0.0768704 : 0.0768646 : 5.80979e-06
0.281802 : 0.0774053 : 0.0773995 : 5.7627e-06
0.282802 : 0.0779419 : 0.0779362 : 5.71602e-06
0.283802 : 0.0784802 : 0.0784746 : 5.66986e-06
0.284802 : 0.0790203 : 0.0790146 : 5.62429e-06
0.285802 : 0.079562 : 0.0795564 : 5.5794e-06
0.286802 : 0.0801055 : 0.0800999 : 5.53527e-06
0.287802 : 0.0806506 : 0.0806451 : 5.49197e-06
0.288802 : 0.0811975 : 0.0811921 : 5.44959e-06
0.289802 : 0.0817461 : 0.0817407 : 5.40818e-06
0.290802 : 0.0822964 : 0.082291 : 5.36781e-06
0.291802 : 0.0828483 : 0.082843 : 5.32855e-06
0.292802 : 0.083402 : 0.0833967 : 5.29045e-06
0.293802 : 0.0839574 : 0.0839521 : 5.25358e-06
0.294802 : 0.0845144 : 0.0845092 : 5.21798e-06
0.295802 : 0.0850732 : 0.085068 : 5.1837e-06
0.296802 : 0.0856336 : 0.0856285 : 5.15079e-06
0.297802 : 0.0861958 : 0.0861907 : 5.11929e-06
0.298802 : 0.0867596 : 0.0867545 : 5.08924e-06
0.299802 : 0.0873251 : 0.0873201 : 5.06069e-06
0.300802 : 0.0878923 : 0.0878873 : 5.03365e-06
0.301802 : 0.0884612 : 0.0884562 : 5.00816e-06
0.302802 : 0.0890318 : 0.0890268 : 4.98425e-06
0.303802 : 0.089604 : 0.089599 : 4.96195e-06
0.304802 : 0.0901779 : 0.090173 : 4.94127e-06
0.305802 : 0.0907535 : 0.0907486 : 4.92223e-06
0.306802 : 0.0913307 : 0.0913258 : 4.90484e-06
0.307802 : 0.0919097 : 0.0919048 : 4.88913e-06
0.308802 : 0.0924903 : 0.0924854 : 4.87509e-06
0.309802 : 0.0930725 : 0.0930677 : 4.86274e-06
0.310802 : 0.0936565 : 0.0936516 : 4.85207e-06
0.311802 : 0.0942421 : 0.0942372 : 4.84309e-06
0.312802 : 0.0948293 : 0.0948245 : 4.8358e-06
0.313802 : 0.0954182 : 0.0954134 : 4.83018e-06
0.314802 : 0.0960088 : 0.0960713 : -6.2545e-05
0.315802 : 0.096601 : 0.0966616 : -6.06239e-05
0.316802 : 0.0971949 : 0.0972536 : -5.87381e-05
0.317802 : 0.0977904 : 0.0978473 : -5.68873e-05
0.318802 : 0.0983876 : 0.0984427 : -5.50711e-05
0.319802 : 0.0989864 : 0.0990397 : -5.32893e-05
0.320802 : 0.0995869 : 0.0996385 : -5.15413e-05
0.321802 : 0.100189 : 0.100239 : -4.98271e-05
0.322802 : 0.100793 : 0.100841 : -4.81461e-05
0.323802 : 0.101398 : 0.101445 : -4.64981e-05
0.324802 : 0.102005 : 0.10205 : -4.48827e-05
0.325802 : 0.102614 : 0.102657 : -4.32997e-05
0.326802 : 0.103224 : 0.103266 : -4.17487e-05
0.327802 : 0.103836 : 0.103876 : -4.02293e-05
0.328802 : 0.10445 : 0.104489 : -3.87414e-05
0.329802 : 0.105065 : 0.105102 : -3.72845e-05
0.330802 : 0.105682 : 0.105718 : -3.58584e-05
0.331802 : 0.1063 : 0.106335 : -3.44628e-05
0.332802 : 0.10692 : 0.106953 : -3.30973e-05
0.333802 : 0.107542 : 0.107574 : -3.17616e-05
0.334802 : 0.108165 : 0.108196 : -3.04555e-05
0.335802 : 0.10879 : 0.108819 : -2.91787e-05
0.336802 : 0.109417 : 0.109445 : -2.79308e-05
0.337802 : 0.110045 : 0.110072 : -2.67116e-05
0.338802 : 0.110675 : 0.1107 : -2.55208e-05
0.339802 : 0.111306 : 0.111331 : -2.43581e-05
