x : f(x) : interpolation : error
-0.560198 : 0.286059 : 0.286121 : -6.19739e-05
-0.559198 : 0.285122 : 0.285184 : -6.20397e-05
-0.558198 : 0.284187 : 0.284249 : -6.20879e-05
-0.557198 : 0.283253 : 0.283315 : -6.21188e-05
-0.556198 : 0.28232 : 0.282382 : -6.21326e-05
-0.555198 : 0.281388 : 0.28145 : -6.21298e-05
-0.554198 : 0.280457 : 0.280519 : -6.21104e-05
-0.553198 : 0.279528 : 0.27959 : -6.20747e-05
-0.552198 : 0.2786 : 0.278662 : -6.20231e-05
-0.551198 : 0.277672 : 0.277734 : -6.19557e-05
-0.550198 : 0.276747 : 0.276808 : -6.18729e-05
-0.549198 : 0.275822 : 0.275884 : -6.17748e-05
-0.548198 : 0.274898 : 0.27496 : -6.16617e-05
-0.547198 : 0.273976 : 0.274037 : -6.15339e-05
-0.546198 : 0.273055 : 0.273116 : -6.13917e-05
-0.545198 : 0.272135 : 0.272196 : -6.12352e-05
-0.544198 : 0.271216 : 0.271277 : -6.10647e-05
-0.543198 : 0.270298 : 0.270359 : -6.08805e-05
-0.542198 : 0.269382 : 0.269442 : -6.06828e-05
-0.541198 : 0.268466 : 0.268527 : -6.04718e-05
-0.540198 : 0.267552 : 0.267613 : -6.02478e-05
-0.539198 : 0.26664 : 0.2667 : -6.0011e-05
-0.538198 : 0.265728 : 0.265788 : -5.97617e-05
-0.537198 : 0.264817 : 0.264877 : -5.95001e-05
-0.536198 : 0.263908 : 0.263967 : -5.92264e-05
-0.535198 : 0.263 : 0.263059 : -5.89409e-05
-0.534198 : 0.262093 : 0.262152 : -5.86438e-05
-0.533198 : 0.261188 : 0.261246 : -5.83353e-05
-0.532198 : 0.260283 : 0.260341 : -5.80156e-05
-0.531198 : 0.25938 : 0.259438 : -5.76851e-05
-0.530198 : 0.258478 : 0.258535 : -5.73439e-05
-0.529198 : 0.257577 : 0.257634 : -5.69922e-05
-0.528198 : 0.256678 : 0.256734 : -5.66302e-05
-0.527198 : 0.255779 : 0.255836 : -5.62583e-05
-0.526198 : 0.254882 : 0.254938 : -5.58766e-05
-0.525198 : 0.253987 : 0.254042 : -5.54853e-05
-0.524198 : 0.253092 : 0.253147 : -5.50847e-05
-0.523198 : 0.252198 : 0.252321 : -0.000122517
-0.522198 : 0.251306 : 0.251426 : -0.000120166
-0.521198 : 0.250415 : 0.250533 : -0.000117843
-0.520198 : 0.249526 : 0.249641 : -0.000115549
-0.519198 : 0.248637 : 0.24875 : -0.000113282
-0.518198 : 0.24775 : 0.247861 : -0.000111044
-0.517198 : 0.246864 : 0.246973 : -0.000108833
-0.516198 : 0.245979 : 0.246086 : -0.00010665
-0.515198 : 0.245096 : 0.2452 : -0.000104495
-0.514198 : 0.244214 : 0.244316 : -0.000102366
-0.513198 : 0.243333 : 0.243433 : -0.000100265
-0.512198 : 0.242453 : 0.242551 : -9.81913e-05
-0.511198 : 0.241574 : 0.24167 : -9.61442e-05
-0.510198 : 0.240697 : 0.240791 : -9.41238e-05
-0.509198 : 0.239821 : 0.239913 : -9.21299e-05
-0.508198 : 0.238946 : 0.239037 : -9.01625e-05
-0.507198 : 0.238073 : 0.238161 : -8.82213e-05
-0.506198 : 0.237201 : 0.237287 : -8.63063e-05
-0.505198 : 0.23633 : 0.236414 : -8.44171e-05
-0.504198 : 0.23546 : 0.235543 : -8.25538e-05
-0.503198 : 0.234592 : 0.234673 : -8.07161e-05
-0.502198 : 0.233725 : 0.233804 : -7.89039e-05
-0.501198 : 0.232859 : 0.232936 : -7.7117e-05
-0.500198 : 0.231994 : 0.23207 : -7.53552e-05
-0.499198 : 0.231131 : 0.231205 : -7.36184e-05
-0.498198 : 0.230269 : 0.230341 : -7.19064e-05
-0.497198 : 0.229409 : 0.229479 : -7.02191e-05
-0.496198 : 0.228549 : 0.228618 : -6.85563e-05
-0.495198 : 0.227691 : 0.227758 : -6.69178e-05
-0.494198 : 0.226834 : 0.226899 : -6.53034e-05
-0.493198 : 0.225979 : 0.226042 : -6.37131e-05
-0.492198 : 0.225124 : 0.225187 : -6.21465e-05
-0.491198 : 0.224271 : 0.224332 : -6.06037e-05
-0.490198 : 0.22342 : 0.223479 : -5.90842e-05
-0.489198 : 0.222569 : 0.222627 : -5.75881e-05
-0.488198 : 0.22172 : 0.221776 : -5.61152e-05
-0.487198 : 0.220873 : 0.220927 : -5.46652e-05
-0.486198 : 0.220026 : 0.220079 : -5.3238e-05
-0.485198 : 0.219181 : 0.219233 : -5.18334e-05
-0.484198 : 0.218337 : 0.218388 : -5.04513e-05
-0.483198 : 0.217495 : 0.217544 : -4.90914e-05
-0.482198 : 0.216654 : 0.216701 : -4.77536e-05
-0.481198 : 0.215814 : 0.21586 : -4.64378e-05
-0.480198 : 0.214975 : 0.21502 : -4.51437e-05
-0.479198 : 0.214138 : 0.214182 : -4.38711e-05
-0.478198 : 0.213302 : 0.213345 : -4.262e-05
-0.477198 : 0.212467 : 0.212509 : -4.13901e-05
-0.476198 : 0.211634 : 0.211674 : -4.01812e-05
-0.475198 : 0.210802 : 0.210841 : -3.89931e-05
-0.474198 : 0.209972 : 0.210009 : -3.78258e-05
-0.473198 : 0.209142 : 0.209179 : -3.66789e-05
-0.472198 : 0.208314 : 0.20835 : -3.55524e-05
-0.471198 : 0.207488 : 0.207522 : -3.4446e-05
-0.470198 : 0.206662 : 0.206696 : -3.33595e-05
-0.469198 : 0.205839 : 0.205871 : -3.22928e-05
-0.468198 : 0.205016 : 0.205047 : -3.12457e-05
-0.467198 : 0.204195 : 0.204225 : -3.02181e-05
-0.466198 : 0.203375 : 0.203404 : -2.92096e-05
-0.465198 : 0.202556 : 0.202585 : -2.82202e-05
-0.464198 : 0.201739 : 0.201766 : -2.72497e-05
-0.463198 : 0.200923 : 0.20095 : -2.62978e-05
-0.462198 : 0.200109 : 0.200134 : -2.53644e-05
-0.461198 : 0.199296 : 0.19932 : -2.44494e-05
-0.460198 : 0.198484 : 0.198508 : -2.35525e-05
-0.459198 : 0.197674 : 0.197696 : -2.26735e-05
-0.458198 : 0.196865 : 0.196886 : -2.18122e-05
-0.457198 : 0.196057 : 0.196078 : -2.09686e-05
-0.456198 : 0.195251 : 0.195271 : -2.01423e-05
-0.455198 : 0.194446 : 0.194465 : -1.93332e-05
-0.454198 : 0.193642 : 0.193661 : -1.85412e-05
-0.453198 : 0.19284 : 0.192858 : -1.77659e-05
-0.452198 : 0.192039 : 0.192056 : -1.70074e-05
-0.451198 : 0.19124 : 0.191256 : -1.62652e-05
-0.450198 : 0.190442 : 0.190457 : -1.55394e-05
-0.449198 : 0.189645 : 0.18966 : -1.48296e-05
-0.448198 : 0.18885 : 0.188864 : -1.41358e-05
-0.447198 : 0.188056 : 0.188069 : -1.34576e-05
-0.446198 : 0.187263 : 0.187276 : -1.2795e-05
-0.445198 : 0.186472 : 0.186484 : -1.21478e-05
-0.444198 : 0.185683 : 0.185694 : -1.15157e-05
-0.443198 : 0.184894 : 0.184905 : -1.08985e-05
-0.442198 : 0.184107 : 0.184118 : -1.02962e-05
-0.441198 : 0.183322 : 0.183332 : -9.70841e-06
-0.440198 : 0.182538 : 0.182547 : -9.13508e-06
-0.439198 : 0.181755 : 0.181764 : -8.57597e-06
-0.438198 : 0.180974 : 0.180982 : -8.0309e-06
-0.437198 : 0.180194 : 0.180201 : -7.49969e-06
-0.436198 : 0.179415 : 0.179422 : -6.98216e-06
-0.435198 : 0.178638 : 0.178645 : -6.47811e-06
-0.434198 : 0.177863 : 0.177869 : -5.98736e-06
-0.433198 : 0.177088 : 0.177094 : -5.50973e-06
-0.432198 : 0.176316 : 0.176321 : -5.04504e-06
-0.431198 : 0.175544 : 0.175549 : -4.59309e-06
-0.430198 : 0.174774 : 0.174778 : -4.15371e-06
-0.429198 : 0.174006 : 0.174009 : -3.72672e-06
-0.428198 : 0.173238 : 0.173242 : -3.31192e-06
-0.427198 : 0.172473 : 0.172476 : -2.90913e-06
-0.426198 : 0.171708 : 0.171711 : -2.51818e-06
-0.425198 : 0.170946 : 0.170948 : -2.13888e-06
-0.424198 : 0.170184 : 0.170186 : -1.77105e-06
-0.423198 : 0.169424 : 0.169426 : -1.4145e-06
-0.422198 : 0.168666 : 0.168667 : -1.06906e-06
-0.421198 : 0.167909 : 0.167909 : -7.34548e-07
-0.420198 : 0.167153 : 0.167153 : -4.10779e-07
-0.419198 : 0.166399 : 0.166399 : -9.75755e-08
-0.418198 : 0.165646 : 0.165646 : 2.05242e-07
-0.417198 : 0.164895 : 0.164894 : 4.97853e-07
-0.416198 : 0.164145 : 0.164144 : 7.80435e-07
-0.415198 : 0.163396 : 0.163395 : 1.05316e-06
-0.414198 : 0.162649 : 0.162648 : 1.31622e-06
-0.413198 : 0.161904 : 0.161902 : 1.56978e-06
-0.412198 : 0.16116 : 0.161158 : 1.81402e-06
-0.411198 : 0.160417 : 0.160415 : 2.04911e-06
-0.410198 : 0.159676 : 0.159674 : 2.27523e-06
-0.409198 : 0.158936 : 0.158934 : 2.49255e-06
-0.408198 : 0.158198 : 0.158196 : 2.70124e-06
-0.407198 : 0.157462 : 0.157459 : 2.90149e-06
-0.406198 : 0.156726 : 0.156723 : 3.09345e-06
-0.405198 : 0.155993 : 0.155989 : 3.27731e-06
-0.404198 : 0.15526 : 0.155257 : 3.45323e-06
-0.403198 : 0.154529 : 0.154526 : 3.62137e-06
-0.402198 : 0.1538 : 0.153796 : 3.78192e-06
-0.401198 : 0.153072 : 0.153068 : 3.93504e-06
-0.400198 : 0.152346 : 0.152342 : 4.08089e-06
-0.399198 : 0.151621 : 0.151617 : 4.21965e-06
-0.398198 : 0.150898 : 0.150893 : 4.35147e-06
-0.397198 : 0.150176 : 0.150171 : 4.47652e-06
-0.396198 : 0.149455 : 0.149451 : 4.59497e-06
-0.395198 : 0.148736 : 0.148732 : 4.70698e-06
-0.394198 : 0.148019 : 0.148014 : 4.8127e-06
-0.393198 : 0.147303 : 0.147298 : 4.91231e-06
-0.392198 : 0.146589 : 0.146584 : 5.00595e-06
-0.391198 : 0.145876 : 0.145871 : 5.0938e-06
-0.390198 : 0.145164 : 0.145159 : 5.176e-06
-0.389198 : 0.144454 : 0.144449 : 5.25271e-06
-0.388198 : 0.143746 : 0.143741 : 5.32409e-06
-0.387198 : 0.143039 : 0.143034 : 5.3903e-06
-0.386198 : 0.142334 : 0.142328 : 5.45148e-06
-0.385198 : 0.14163 : 0.141624 : 5.50779e-06
-0.384198 : 0.140927 : 0.140922 : 5.55937e-06
-0.383198 : 0.140227 : 0.140221 : 5.60639e-06
-0.382198 : 0.139527 : 0.139522 : 5.64899e-06
-0.381198 : 0.138829 : 0.138824 : 5.68731e-06
-0.380198 : 0.138133 : 0.138128 : 5.7215e-06
-0.379198 : 0.137438 : 0.137433 : 5.7517e-06
-0.378198 : 0.136745 : 0.13674 : 5.77807e-06
-0.377198 : 0.136054 : 0.136048 : 5.80074e-06
-0.376198 : 0.135363 : 0.135358 : 5.81985e-06
-0.375198 : 0.134675 : 0.134669 : 5.83554e-06
-0.374198 : 0.133988 : 0.133982 : 5.84795e-06
-0.373198 : 0.133302 : 0.133296 : 5.85722e-06
-0.372198 : 0.132618 : 0.132612 : 5.86348e-06
-0.371198 : 0.131936 : 0.13193 : 5.86687e-06
-0.370198 : 0.131255 : 0.131249 : 5.86752e-06
-0.369198 : 0.130576 : 0.13057 : 5.86555e-06
-0.368198 : 0.129898 : 0.129892 : 5.86111e-06
-0.367198 : 0.129221 : 0.129216 : 5.85431e-06
-0.366198 : 0.128547 : 0.128541 : 5.84528e-06
-0.365198 : 0.127874 : 0.127868 : 5.83415e-06
-0.364198 : 0.127202 : 0.127196 : 5.82105e-06
-0.363198 : 0.126532 : 0.126526 : 5.80608e-06
-0.362198 : 0.125864 : 0.125858 : 5.78938e-06
-0.361198 : 0.125197 : 0.125191 : 5.77106e-06
-0.360198 : 0.124531 : 0.124526 : 5.75124e-06
-0.359198 : 0.123867 : 0.123862 : 5.73003e-06
-0.358198 : 0.123205 : 0.1232 : 5.70755e-06
-0.357198 : 0.122545 : 0.122539 : 5.6839e-06
-0.356198 : 0.121886 : 0.12188 : 5.6592e-06
-0.355198 : 0.121228 : 0.121222 : 5.63355e-06
-0.354198 : 0.120572 : 0.120567 : 5.60707e-06
-0.353198 : 0.119918 : 0.119912 : 5.57985e-06
-0.352198 : 0.119265 : 0.11926 : 5.55199e-06
-0.351198 : 0.118614 : 0.118608 : 5.52361e-06
-0.350198 : 0.117964 : 0.117959 : 5.49479e-06
-0.349198 : 0.117316 : 0.117311 : 5.46563e-06
-0.348198 : 0.11667 : 0.116664 : 5.43623e-06
-0.347198 : 0.116025 : 0.11602 : 5.40668e-06
-0.346198 : 0.115382 : 0.115376 : 5.37707e-06
-0.345198 : 0.11474 : 0.114735 : 5.34749e-06
-0.344198 : 0.1141 : 0.114095 : 5.31803e-06
-0.343198 : 0.113462 : 0.113456 : 5.28877e-06
-0.342198 : 0.112825 : 0.11282 : 5.25979e-06
-0.341198 : 0.11219 : 0.112184 : 5.23118e-06
-0.340198 : 0.111556 : 0.111551 : 5.20301e-06
-0.339198 : 0.110924 : 0.110919 : 5.17535e-06
-0.338198 : 0.110294 : 0.110288 : 5.14829e-06
-0.337198 : 0.109665 : 0.10966 : 5.1219e-06
-0.336198 : 0.109038 : 0.109033 : 5.09623e-06
-0.335198 : 0.108412 : 0.108407 : 5.07137e-06
-0.334198 : 0.107788 : 0.107783 : 5.04738e-06
-0.333198 : 0.107166 : 0.107161 : 5.02431e-06
-0.332198 : 0.106545 : 0.10654 : 5.00223e-06
-0.331198 : 0.105926 : 0.105921 : 4.9812e-06
-0.330198 : 0.105308 : 0.105304 : 4.96127e-06
-0.329198 : 0.104693 : 0.104688 : 4.9425e-06
-0.328198 : 0.104078 : 0.104073 : 4.92494e-06
-0.327198 : 0.103466 : 0.103461 : 4.90863e-06
-0.326198 : 0.102855 : 0.10285 : 4.89362e-06
-0.325198 : 0.102246 : 0.102241 : 4.87996e-06
-0.324198 : 0.101638 : 0.101633 : 4.86769e-06
-0.323198 : 0.101032 : 0.101027 : 4.85684e-06
-0.322198 : 0.100427 : 0.100423 : 4.84745e-06
-0.321198 : 0.0998246 : 0.0998198 : 4.83956e-06
-0.320198 : 0.0992235 : 0.0992187 : 4.83319e-06
-0.319198 : 0.098624 : 0.0986192 : 4.82838e-06
-0.318198 : 0.0980262 : 0.0980214 : 4.82515e-06
-0.317198 : 0.09743 : 0.0974252 : 4.82352e-06
-0.316198 : 0.0968355 : 0.0968306 : 4.82351e-06
-0.315198 : 0.0962426 : 0.0962378 : 4.82514e-06
-0.314198 : 0.0956514 : 0.0956465 : 4.82843e-06
-0.313198 : 0.0950618 : 0.0952491 : -0.000187297
-0.312198 : 0.0944739 : 0.0946557 : -0.000181789
-0.311198 : 0.0938876 : 0.094064 : -0.000176385
-0.310198 : 0.093303 : 0.0934741 : -0.000171084
-0.309198 : 0.0927201 : 0.092886 : -0.000165886
-0.308198 : 0.0921389 : 0.0922997 : -0.000160789
-0.307198 : 0.0915593 : 0.0917151 : -0.000155792
-0.306198 : 0.0909814 : 0.0911323 : -0.000150894
-0.305198 : 0.0904051 : 0.0905512 : -0.000146095
-0.304198 : 0.0898305 : 0.0899719 : -0.000141392
-0.303198 : 0.0892576 : 0.0893944 : -0.000136786
-0.302198 : 0.0886864 : 0.0888187 : -0.000132275
-0.301198 : 0.0881169 : 0.0882447 : -0.000127858
-0.300198 : 0.087549 : 0.0876726 : -0.000123534
-0.299198 : 0.0869828 : 0.0871021 : -0.000119303
-0.298198 : 0.0864184 : 0.0865335 : -0.000115162
-0.297198 : 0.0858555 : 0.0859667 : -0.000111112
-0.296198 : 0.0852944 : 0.0854016 : -0.00010715
-0.295198 : 0.084735 : 0.0848383 : -0.000103277
-0.294198 : 0.0841773 : 0.0842768 : -9.94915e-05
-0.293198 : 0.0836212 : 0.083717 : -9.57917e-05
-0.292198 : 0.0830669 : 0.0831591 : -9.21772e-05
-0.291198 : 0.0825142 : 0.0826029 : -8.86468e-05
-0.290198 : 0.0819633 : 0.0820485 : -8.51998e-05
-0.289198 : 0.081414 : 0.0814959 : -8.1835e-05
-0.288198 : 0.0808665 : 0.0809451 : -7.85514e-05
-0.287198 : 0.0803207 : 0.080396 : -7.53483e-05
-0.286198 : 0.0797765 : 0.0798488 : -7.22245e-05
-0.285198 : 0.0792341 : 0.0793033 : -6.91791e-05
-0.284198 : 0.0786934 : 0.0787596 : -6.62113e-05
-0.283198 : 0.0781544 : 0.0782177 : -6.33199e-05
-0.282198 : 0.0776171 : 0.0776776 : -6.05041e-05
-0.281198 : 0.0770815 : 0.0771393 : -5.7763e-05
-0.280198 : 0.0765477 : 0.0766028 : -5.50955e-05
-0.279198 : 0.0760156 : 0.0760681 : -5.25008e-05
-0.278198 : 0.0754852 : 0.0755351 : -4.99779e-05
-0.277198 : 0.0749565 : 0.075004 : -4.75259e-05
-0.276198 : 0.0744295 : 0.0744746 : -4.51439e-05
-0.275198 : 0.0739043 : 0.0739471 : -4.28309e-05
-0.274198 : 0.0733808 : 0.0734213 : -4.0586e-05
-0.273198 : 0.072859 : 0.0728974 : -3.84084e-05
-0.272198 : 0.0723389 : 0.0723752 : -3.62971e-05
-0.271198 : 0.0718206 : 0.0718549 : -3.42511e-05
-0.270198 : 0.071304 : 0.0713363 : -3.22697e-05
-0.269198 : 0.0707892 : 0.0708196 : -3.03518e-05
-0.268198 : 0.0702761 : 0.0703046 : -2.84967e-05
-0.267198 : 0.0697647 : 0.0697914 : -2.67033e-05
-0.266198 : 0.0692551 : 0.0692801 : -2.49709e-05
-0.265198 : 0.0687472 : 0.0687705 : -2.32985e-05
-0.264198 : 0.0682411 : 0.0682628 : -2.16853e-05
-0.263198 : 0.0677367 : 0.0677569 : -2.01303e-05
-0.262198 : 0.0672341 : 0.0672527 : -1.86328e-05
-0.261198 : 0.0667332 : 0.0667504 : -1.71918e-05
-0.260198 : 0.0662341 : 0.0662499 : -1.58064e-05
-0.259198 : 0.0657367 : 0.0657512 : -1.44759e-05
-0.258198 : 0.0652411 : 0.0652543 : -1.31994e-05
-0.257198 : 0.0647472 : 0.0647592 : -1.19759e-05
-0.256198 : 0.0642551 : 0.0642659 : -1.08048e-05
-0.255198 : 0.0637648 : 0.0637745 : -9.685e-06
-0.254198 : 0.0632762 : 0.0632848 : -8.61582e-06
-0.253198 : 0.0627894 : 0.062797 : -7.59639e-06
-0.252198 : 0.0623044 : 0.062311 : -6.62586e-06
-0.251198 : 0.0618211 : 0.0618268 : -5.70343e-06
-0.250198 : 0.0613396 : 0.0613444 : -4.82826e-06
-0.249198 : 0.0608598 : 0.0608638 : -3.99953e-06
-0.248198 : 0.0603819 : 0.0603851 : -3.21644e-06
-0.247198 : 0.0599057 : 0.0599082 : -2.47818e-06
-0.246198 : 0.0594313 : 0.0594331 : -1.78393e-06
-0.245198 : 0.0589586 : 0.0589598 : -1.1329e-06
-0.244198 : 0.0584878 : 0.0584883 : -5.24289e-07
-0.243198 : 0.0580187 : 0.0580187 : 4.269e-08
-0.242198 : 0.0575514 : 0.0575509 : 5.68826e-07
-0.241198 : 0.0570859 : 0.0570849 : 1.0549e-06
-0.240198 : 0.0566222 : 0.0566207 : 1.5017e-06
-0.239198 : 0.0561603 : 0.0561583 : 1.90998e-06
-0.238198 : 0.0557001 : 0.0556978 : 2.28053e-06
-0.237198 : 0.0552418 : 0.0552391 : 2.61411e-06
-0.236198 : 0.0547852 : 0.0547823 : 2.91147e-06
-0.235198 : 0.0543304 : 0.0543273 : 3.17337e-06
-0.234198 : 0.0538775 : 0.0538741 : 3.40057e-06
-0.233198 : 0.0534263 : 0.0534227 : 3.59381e-06
-0.232198 : 0.0529769 : 0.0529732 : 3.75382e-06
-0.231198 : 0.0525293 : 0.0525255 : 3.88136e-06
-0.230198 : 0.0520836 : 0.0520796 : 3.97714e-06
-0.229198 : 0.0516396 : 0.0516356 : 4.0419e-06
-0.228198 : 0.0511974 : 0.0511934 : 4.07636e-06
-0.227198 : 0.0507571 : 0.050753 : 4.08123e-06
-0.226198 : 0.0503185 : 0.0503145 : 4.05724e-06
-0.225198 : 0.0498818 : 0.0498778 : 4.00508e-06
-0.224198 : 0.0494469 : 0.049443 : 3.92547e-06
-0.223198 : 0.0490138 : 0.04901 : 3.81909e-06
-0.222198 : 0.0485825 : 0.0485788 : 3.68665e-06
-0.221198 : 0.048153 : 0.0481495 : 3.52883e-06
-0.220198 : 0.0477253 : 0.047722 : 3.34631e-06
-0.219198 : 0.0472995 : 0.0472964 : 3.13977e-06
-0.218198 : 0.0468755 : 0.0468726 : 2.90989e-06
-0.217198 : 0.0464533 : 0.0464506 : 2.65734e-06
-0.216198 : 0.0460329 : 0.0460305 : 2.38277e-06
-0.215198 : 0.0456143 : 0.0456123 : 2.08685e-06
-0.214198 : 0.0451976 : 0.0451958 : 1.77023e-06
-0.213198 : 0.0447827 : 0.0447813 : 1.43355e-06
-0.212198 : 0.0443697 : 0.0443686 : 1.07747e-06
-0.211198 : 0.0439584 : 0.0439577 : 7.02608e-07
-0.210198 : 0.043549 : 0.0435487 : 3.09611e-07
-0.209198 : 0.0431415 : 0.0431416 : -1.00899e-07
-0.208198 : 0.0427357 : 0.0427363 : -5.283e-07
-0.207198 : 0.0423318 : 0.0423328 : -9.71975e-07
-0.206198 : 0.0419298 : 0.0419312 : -1.43131e-06
-0.205198 : 0.0415296 : 0.0415315 : -1.90571e-06
-0.204198 : 0.0411312 : 0.0411336 : -2.39455e-06
-0.203198 : 0.0407347 : 0.0407376 : -2.89726e-06
-0.202198 : 0.04034 : 0.0403434 : -3.41324e-06
-0.201198 : 0.0399471 : 0.0399511 : -3.94191e-06
-0.200198 : 0.0395561 : 0.0395606 : -4.48268e-06
-0.199198 : 0.039167 : 0.039172 : -5.03498e-06
-0.198198 : 0.0387797 : 0.0387853 : -5.59825e-06
-0.197198 : 0.0383943 : 0.0384004 : -6.17192e-06
-0.196198 : 0.0380107 : 0.0380174 : -6.75543e-06
-0.195198 : 0.0376289 : 0.0376363 : -7.34824e-06
-0.194198 : 0.0372491 : 0.037257 : -7.94979e-06
-0.193198 : 0.036871 : 0.0368796 : -8.55954e-06
-0.192198 : 0.0364949 : 0.036504 : -9.17697e-06
-0.191198 : 0.0361206 : 0.0361304 : -9.80153e-06
-0.190198 : 0.0357481 : 0.0357586 : -1.04327e-05
-0.189198 : 0.0353775 : 0.0353886 : -1.107e-05
-0.188198 : 0.0350088 : 0.0350205 : -1.17129e-05
-0.187198 : 0.034642 : 0.0346543 : -1.23608e-05
-0.186198 : 0.034277 : 0.03429 : -1.30133e-05
-0.185198 : 0.0339139 : 0.0339276 : -1.36699e-05
-0.184198 : 0.0335526 : 0.033567 : -1.43301e-05
-0.183198 : 0.0331933 : 0.0332083 : -1.49935e-05
-0.182198 : 0.0328358 : 0.0328514 : -1.56594e-05
-0.181198 : 0.0324801 : 0.0324965 : -1.63275e-05
-0.180198 : 0.0321264 : 0.0321434 : -1.69973e-05
-0.179198 : 0.0317745 : 0.0317922 : -1.76683e-05
-0.178198 : 0.0314245 : 0.0314429 : -1.83401e-05
-0.177198 : 0.0310764 : 0.0310954 : -1.90123e-05
-0.176198 : 0.0307302 : 0.0307498 : -1.96843e-05
-0.175198 : 0.0303858 : 0.0304062 : -2.03558e-05
-0.174198 : 0.0300433 : 0.0300643 : -2.10263e-05
-0.173198 : 0.0297027 : 0.0297244 : -2.16954e-05
-0.172198 : 0.029364 : 0.0293864 : -2.23627e-05
-0.171198 : 0.0290272 : 0.0290502 : -2.30277e-05
-0.170198 : 0.0286923 : 0.028716 : -2.36901e-05
-0.169198 : 0.0283592 : 0.0283836 : -2.43494e-05
-0.168198 : 0.0280281 : 0.0280531 : -2.50054e-05
-0.167198 : 0.0276988 : 0.0277245 : -2.56575e-05
-0.166198 : 0.0273714 : 0.0273977 : -2.63053e-05
-0.165198 : 0.027046 : 0.0270729 : -2.69486e-05
-0.164198 : 0.0267224 : 0.02675 : -2.7587e-05
-0.163198 : 0.0264007 : 0.0264289 : -2.822e-05
-0.162198 : 0.0260809 : 0.0261098 : -2.88474e-05
-0.161198 : 0.025763 : 0.0257925 : -2.94687e-05
-0.160198 : 0.025447 : 0.0254771 : -3.00837e-05
-0.159198 : 0.025133 : 0.0251636 : -3.06919e-05
-0.158198 : 0.0248208 : 0.0248521 : -3.12932e-05
-0.157198 : 0.0245105 : 0.0245424 : -3.1887e-05
-0.156198 : 0.0242021 : 0.0242346 : -3.24732e-05
-0.155198 : 0.0238956 : 0.0239287 : -3.30513e-05
-0.154198 : 0.0235911 : 0.0236247 : -3.36212e-05
-0.153198 : 0.0232884 : 0.0233226 : -3.41825e-05
-0.152198 : 0.0229877 : 0.0230224 : -3.47348e-05
-0.151198 : 0.0226888 : 0.0227241 : -3.5278e-05
-0.150198 : 0.0223919 : 0.0224277 : -3.58117e-05
-0.149198 : 0.0220969 : 0.0221332 : -3.63356e-05
-0.148198 : 0.0218038 : 0.0218407 : -3.68496e-05
-0.147198 : 0.0215126 : 0.02155 : -3.73533e-05
-0.146198 : 0.0212234 : 0.0212612 : -3.78464e-05
-0.145198 : 0.020936 : 0.0209743 : -3.83288e-05
-0.144198 : 0.0206506 : 0.0206894 : -3.88001e-05
-0.143198 : 0.0203671 : 0.0204063 : -3.92602e-05
-0.142198 : 0.0200855 : 0.0201252 : -3.97088e-05
-0.141198 : 0.0198058 : 0.019846 : -4.01457e-05
-0.140198 : 0.0195281 : 0.0195686 : -4.05707e-05
-0.139198 : 0.0192523 : 0.0192932 : -4.09836e-05
-0.138198 : 0.0189784 : 0.0190197 : -4.13841e-05
-0.137198 : 0.0187064 : 0.0187482 : -4.17721e-05
-0.136198 : 0.0184363 : 0.0184785 : -4.21474e-05
-0.135198 : 0.0181682 : 0.0182107 : -4.25098e-05
-0.134198 : 0.017902 : 0.0179449 : -4.28591e-05
-0.133198 : 0.0176378 : 0.017681 : -4.31952e-05
-0.132198 : 0.0173754 : 0.017419 : -4.35178e-05
-0.131198 : 0.017115 : 0.0171589 : -4.38269e-05
-0.130198 : 0.0168566 : 0.0169007 : -4.41223e-05
-0.129198 : 0.0166001 : 0.0166445 : -4.44039e-05
-0.128198 : 0.0163455 : 0.0163901 : -4.46715e-05
-0.127198 : 0.0160928 : 0.0161377 : -4.49249e-05
-0.126198 : 0.0158421 : 0.0158872 : -4.51642e-05
-0.125198 : 0.0155933 : 0.0156387 : -4.5389e-05
-0.124198 : 0.0153464 : 0.015392 : -4.55995e-05
-0.123198 : 0.0151015 : 0.0151473 : -4.57953e-05
-0.122198 : 0.0148586 : 0.0149046 : -4.59766e-05
-0.121198 : 0.0146176 : 0.0146637 : -4.61431e-05
-0.120198 : 0.0143785 : 0.0144248 : -4.62948e-05
-0.119198 : 0.0141413 : 0.0141878 : -4.64316e-05
-0.118198 : 0.0139061 : 0.0139527 : -4.65534e-05
-0.117198 : 0.0136729 : 0.0137196 : -4.66603e-05
-0.116198 : 0.0134416 : 0.0134883 : -4.67521e-05
-0.115198 : 0.0132122 : 0.0132591 : -4.68288e-05
-0.114198 : 0.0129848 : 0.0130317 : -4.68903e-05
-0.113198 : 0.0127594 : 0.0128063 : -4.69367e-05
-0.112198 : 0.0125359 : 0.0125828 : -4.69679e-05
-0.111198 : 0.0123143 : 0.0123613 : -4.69839e-05
-0.110198 : 0.0120947 : 0.0121417 : -4.69847e-05
-0.109198 : 0.011877 : 0.011924 : -4.69702e-05
-0.108198 : 0.0116613 : 0.0117083 : -4.69406e-05
-0.107198 : 0.0114476 : 0.0114945 : -4.68957e-05
-0.106198 : 0.0112358 : 0.0112826 : -4.68357e-05
